10 13
15 28 9642
15 29 22276
15 30 14743
15 31 185
15 32 5720
15 34 28811
15 35 3864
15 36 2590
15 37 16083
15 38 21234
15 39 5274
15 40 17282
15 41 26388
15 43 19573
15 44 3702
15 45 6453
15 46 20668
15 47 27219
15 48 2441
15 49 26087
15 51 22276
15 52 19556
15 55 8746
15 56 1926
15 57 15437
15 58 32540
15 59 9727
15 60 16382
16 17 27111
16 18 30980
16 19 9755
16 20 19935
16 22 13794
16 23 18886
16 24 21519
16 25 7546
16 26 22384
16 27 15319
16 28 30902
16 29 3879
16 30 8411
16 31 16092
16 33 22104
16 34 21896
16 35 22959
16 36 3680
16 37 12083
16 38 16349
16 39 15908
16 40 11780
16 41 2390
16 42 22403
16 43 17636
16 44 18809
16 45 24248
16 47 15996
16 48 3289
16 49 12726
16 50 27232
16 51 12052
16 52 4922
16 53 18504
16 54 26768
16 55 32157
16 56 13520
16 57 30031
16 58 20295
16 59 279
16 60 18015
17 18 19444
17 19 24123
17 21 5269
17 22 10601
17 23 15884
17 24 28953
17 25 23006
17 26 4826
17 27 22300
17 28 24136
17 29 20331
17 30 5197
17 32 28289
17 33 5540
17 34 19239
17 35 5572
17 36 15793
17 37 15150
17 38 7428
17 39 28318
17 40 13115
17 41 2372
17 43 12488
17 44 11753
17 45 1944
17 46 22628
17 47 22255
17 48 19332
17 49 1581
17 51 12600
17 52 16331
17 54 10826
17 55 19169
17 56 10728
17 57 31759
17 58 17192
17 59 11775
18 20 30401
18 21 17592
18 22 18938
18 23 254
18 24 17081
18 25 12165
18 26 15203
18 27 6097
18 28 16124
18 29 7361
18 30 25745
18 31 29838
18 32 21441
18 33 6188
18 34 29782
18 35 25976
18 36 24759
18 37 8788
18 38 21579
18 39 7334
18 40 17357
18 41 31386
18 42 19055
18 43 3066
18 44 9237
18 45 16239
18 46 12371
18 47 16891
18 48 7832
18 49 11622
18 50 26267
18 51 10518
18 52 21512
18 53 24552
18 55 19331
18 56 30349
18 59 994
18 60 19759
19 20 998
19 21 11703
19 22 7828
19 23 6092
19 24 15011
19 25 25735
19 27 8907
19 28 9524
19 30 5698
19 31 31211
19 32 10383
19 33 28491
19 34 714
19 35 8923
19 36 4021
19 38 23398
19 39 629
19 40 23866
19 41 28619
19 42 29808
19 43 19728
19 44 5522
19 45 7920
19 47 2727
19 48 22762
19 49 21052
19 50 91
19 51 21973
19 52 22746
19 53 14208
19 55 15245
19 56 23653
19 57 21838
19 58 32040
19 59 31329
19 60 11349
20 21 12798
20 22 32176
20 23 8363
20 24 12002
20 25 29790
20 26 12521
20 27 3388
20 28 12449
20 29 5454
20 31 6109
20 32 24102
20 33 14181
20 34 16739
20 35 4228
20 36 787
20 38 749
20 39 2770
20 40 1807
20 41 5254
20 42 4617
20 43 26151
20 44 30641
20 45 19088
20 46 13049
20 47 13451
20 48 16986
20 50 4735
20 51 23337
20 52 17018
20 53 26492
20 54 2903
20 55 19761
20 56 7259
20 57 18527
20 58 5605
20 59 18033
20 60 22072
21 23 18448
21 25 20884
21 26 19667
21 27 1323
21 28 12588
21 29 28610
21 30 19238
21 32 6743
21 33 14234
21 34 5872
21 36 15435
21 37 20167
21 38 25473
21 39 5950
21 40 12392
21 41 1592
21 42 7086
21 43 14947
21 44 16514
21 45 14093
21 46 11790
21 47 18263
21 48 32759
21 50 6469
21 51 3751
21 52 901
21 53 22483
21 54 6520
21 55 8648
21 56 1805
21 57 14986
21 58 28192
21 59 20350
21 60 31228
22 23 24526
22 24 10526
22 25 21077
22 26 16793
22 27 17034
22 28 10841
22 29 20239
22 30 12989
22 31 14276
22 32 2528
22 33 4951
22 34 26175
22 35 21607
22 36 17015
22 37 13587
22 38 3582
22 39 3472
22 41 7587
22 42 18636
22 43 15344
22 44 364
22 45 3843
22 46 25792
22 47 14338
22 48 28144
22 49 27495
22 50 7101
22 51 18364
22 52 25320
22 53 13787
22 55 126
22 56 17602
22 58 22379
22 59 2732
22 60 14642
23 24 4671
23 26 19537
23 27 1668
23 28 32134
23 29 16305
23 30 16020
23 31 16227
23 32 6293
23 33 11577
23 34 15455
23 35 8722
23 37 24421
23 38 11219
23 39 16267
23 40 11898
23 41 17978
23 42 22630
23 43 23740
23 44 31426
23 45 30584
23 46 2303
23 47 14322
23 49 5587
23 51 5432
23 52 14601
23 53 14299
23 54 1912
23 55 6676
23 56 14531
23 57 3948
23 58 10442
23 59 29911
23 60 24030
24 25 5670
24 26 19814
24 27 193
24 28 9564
24 29 24279
24 31 15688
24 33 26897
24 34 2356
24 35 6067
24 36 32233
24 38 27853
24 39 7679
24 40 21056
24 41 15053
24 43 13510
24 46 11268
24 47 22385
24 48 16672
24 49 5153
24 50 12264
24 51 8957
24 52 31650
24 53 10356
24 54 5440
24 55 7058
24 56 1442
24 57 18148
24 58 12548
24 59 2231
24 60 26065
25 26 8089
25 27 32444
25 28 10473
25 29 22980
25 30 25475
25 31 31607
25 32 23078
25 33 25843
25 34 8501
25 35 11369
25 36 14885
25 37 28139
25 38 23403
25 40 13152
25 41 31324
25 42 32574
25 44 8435
25 46 20924
25 47 14101
25 49 9176
25 50 8239
25 51 26130
25 52 11978
25 53 21511
25 54 18934
25 55 31402
25 56 421
25 57 7963
25 59 15030
25 60 27011
26 27 1149
26 28 8371
26 29 24118
26 30 25034
26 31 29920
26 32 8436
26 33 6201
26 34 289
26 35 8322
26 36 3649
26 37 8748
26 38 28381
26 39 13008
26 40 30807
26 41 25629
26 42 21610
26 43 13507
26 45 25969
26 47 13056
26 48 17497
26 49 2994
26 51 26546
26 52 14513
26 53 7028
26 54 28918
26 55 21786
26 56 20421
26 58 12721
26 59 7407
26 60 3264
27 28 26024
27 29 31467
27 30 5753
27 31 32530
27 32 4943
27 33 25256
27 34 26884
27 35 30746
27 36 13257
27 37 13795
27 38 3264
27 39 2685
27 40 24520
27 41 9981
27 42 7313
27 44 6821
27 45 8820
27 46 12644
27 47 16294
27 48 32378
27 49 13666
27 50 29566
27 51 4990
27 52 15183
27 53 6820
27 54 27468
27 55 25893
27 56 22024
27 57 6097
27 59 1996
27 60 6417
28 29 21061
28 30 8540
28 31 27849
28 32 22798
28 33 16190
28 34 16749
28 35 27407
28 36 17037
28 37 26771
28 38 11811
28 39 15087
28 40 21230
28 41 9573
28 42 22752
28 43 3479
28 44 4519
28 45 8324
28 46 22605
28 47 57
28 48 6433
28 49 13114
28 50 1537
28 51 24451
28 52 11660
28 53 22105
28 54 8480
28 55 18581
28 56 27375
28 57 21755
28 58 5937
28 59 20900
28 60 30443
29 30 32370
29 31 26078
29 32 14314
29 33 8507
29 34 29203
29 35 32591
29 36 16972
29 37 3548
29 38 3725
29 39 6319
29 40 27378
29 41 7418
29 43 20447
29 44 27798
29 45 13341
29 46 22909
29 47 19033
29 48 8631
29 49 9835
29 50 27102
29 51 13643
29 53 13049
29 54 13264
29 55 15319
29 56 3141
29 57 28053
29 58 28698
29 59 1095
29 60 28093
30 31 10279
30 32 17943
30 33 12315
30 34 262
30 37 9790
30 38 23978
30 39 26825
30 41 26139
30 42 32004
30 43 28217
30 44 14761
30 45 12798
30 46 20504
30 47 14625
30 48 22229
30 49 32228
30 50 20391
30 51 26552
30 52 12939
30 53 29161
30 54 18706
30 55 7495
30 56 3323
30 57 32494
30 58 27535
30 59 16195
30 60 32034
31 32 6717
31 33 1745
31 35 18176
31 36 24411
31 38 6901
31 39 32009
31 40 1349
31 41 10429
31 42 3456
31 43 20071
31 44 21948
31 46 12291
31 47 24064
31 50 7173
31 51 28446
31 52 29775
31 53 10206
31 54 23922
31 55 25019
31 56 15253
31 57 4706
31 58 24944
31 59 24972
31 60 4759
32 33 14887
32 34 17016
32 35 10225
32 36 18382
32 37 19384
32 38 14232
32 39 16915
32 40 9287
32 41 22820
32 42 27033
32 43 12785
32 44 13119
32 45 19990
32 46 32728
32 47 19539
32 48 10682
32 49 1648
32 51 19304
32 52 18005
32 53 14016
32 54 8658
32 55 32177
32 56 25023
32 58 28210
32 59 20137
32 60 24493
33 34 26069
33 35 23888
33 36 22600
33 37 1405
33 39 1604
33 40 18566
33 41 19777
33 42 9823
33 44 13162
33 45 8996
33 46 20251
33 47 8166
33 49 30626
33 51 12622
33 52 21030
33 53 27590
33 54 3447
33 55 3703
33 57 9855
33 59 8914
33 60 22816
34 35 32706
34 36 17390
34 37 24702
34 38 9830
34 39 4881
34 40 14996
34 41 1567
34 43 13444
34 44 19254
34 45 30388
34 46 18648
34 47 17575
34 48 16986
34 49 361
34 50 860
34 51 32196
34 52 19451
34 53 7200
34 54 12636
34 55 21861
34 56 24347
34 57 20134
34 58 29852
34 59 28472
34 60 19285
35 36 20467
35 37 13592
35 38 2143
35 39 2652
35 40 22823
35 41 12251
35 42 14424
35 43 24650
35 44 27474
35 46 29818
35 47 14118
35 49 27367
35 50 10346
35 51 31649
35 52 13738
35 53 28290
35 54 4506
35 57 11613
35 58 24579
35 59 31307
35 60 25811
36 37 17746
36 38 25161
36 39 27222
36 40 30878
36 41 10679
36 43 28087
36 44 19233
36 45 14268
36 46 21797
36 47 4487
36 48 11234
36 50 5908
36 51 5496
36 52 11472
36 53 22633
36 54 24239
36 55 24538
36 58 5724
36 59 11139
36 60 3780
37 38 2362
37 40 13161
37 41 25140
37 42 13054
37 43 29141
37 44 2630
37 45 15112
37 46 15163
37 48 32104
37 49 24723
37 51 1779
37 52 452
37 53 21650
37 54 30202
37 55 22020
37 56 1501
37 58 12047
37 59 1463
37 60 2253
38 39 7078
38 40 21949
38 41 26502
38 43 8886
38 44 10219
38 45 23447
38 46 24874
38 47 29895
38 48 15470
38 49 11123
38 51 6726
38 52 4672
38 53 14399
38 54 18726
38 55 25837
38 56 18484
38 57 16401
38 59 19529
38 60 7856
39 40 10622
39 41 26301
39 42 23264
39 43 2292
39 45 28710
39 46 14015
39 47 10490
39 48 18858
39 49 18774
39 50 27791
39 51 6159
39 52 18942
39 53 14399
39 55 16170
39 57 22109
39 58 1483
39 59 32263
39 60 13974
40 41 6843
40 42 24223
40 43 32655
40 44 17218
40 45 9457
40 46 8004
40 48 17195
40 49 22075
40 50 26812
40 51 9788
40 52 10663
40 53 911
40 55 30364
40 56 23411
40 57 24591
40 59 5689
40 60 6564
41 42 9629
41 43 23356
41 44 18687
41 45 3182
41 46 23963
41 47 496
41 48 1713
41 49 3160
41 50 8381
41 51 15462
41 52 9643
41 53 25327
41 54 27046
41 55 20983
41 56 19666
41 57 20492
41 58 20177
41 59 24102
41 60 6456
42 43 18546
42 44 13159
42 45 543
42 46 3140
42 47 22264
42 48 3073
42 50 13859
42 51 17797
42 52 6722
42 55 6099
42 57 8360
42 58 19329
42 60 18267
43 44 4069
43 45 27090
43 46 8607
43 47 27672
43 48 9958
43 49 17525
43 50 19192
43 52 12316
43 54 8810
43 55 25307
43 56 25914
43 58 9856
43 59 25919
43 60 9817
44 46 12768
44 47 25496
44 48 5558
44 49 1968
44 50 22299
44 51 8649
44 53 5849
44 54 3901
44 55 29899
44 56 2266
44 57 31749
44 58 13562
44 59 9916
44 60 1662
45 46 31702
45 47 9290
45 48 30667
45 49 22199
45 51 23473
45 52 12131
45 53 7583
45 54 29335
45 55 16638
45 56 25676
45 57 4888
45 58 24998
45 59 10044
45 60 15082
46 47 9447
46 48 23640
46 49 7222
46 51 26549
46 52 28366
46 54 8387
46 55 23964
46 56 6546
46 57 7150
46 58 21327
46 59 6203
46 60 27014
47 48 8819
47 49 21852
47 50 20781
47 51 31306
47 52 16107
47 53 6992
47 54 31440
47 55 18195
47 56 7713
47 58 14962
47 60 22985
48 49 29091
48 51 1630
48 52 22404
48 53 6959
48 54 29379
48 55 28900
48 57 13400
48 58 16273
48 59 7979
48 60 31835
49 51 5127
49 52 22133
49 53 13226
49 54 19838
49 55 211
49 56 11943
49 57 29364
49 58 3927
49 59 22136
49 60 8492
50 51 14637
50 52 8724
50 53 11638
50 54 20597
50 55 9207
50 56 10663
50 57 21605
50 58 11161
50 59 25355
50 60 10488
51 52 22298
51 53 25770
51 54 21731
51 55 9064
51 56 158
51 57 24633
51 58 24549
51 59 22693
51 60 21327
52 53 5011
52 54 29088
52 56 10866
52 57 24487
52 58 30818
52 59 18332
52 60 13646
53 55 14129
53 56 26337
53 58 12895
53 59 30365
53 60 19873
54 55 1085
54 56 29633
54 57 20502
54 58 31273
54 59 5663
54 60 16415
55 56 22310
55 57 23631
55 58 8530
55 59 28647
55 60 4016
56 57 30615
56 58 22186
56 59 2972
56 60 14252
57 59 21589
57 60 12333
58 60 32562
59 60 23150
958401464 60521759
77 2534
1 3 25760
1 7 11459
1 8 30114
1 9 28883
1 10 29457
1 11 14492
1 12 23286
1 13 17576
1 14 11926
1 15 12589
1 16 6640
1 17 4405
1 18 9513
1 19 28085
1 20 23331
1 22 1525
1 25 9019
1 26 7341
1 27 17423
1 28 25912
1 30 27764
1 31 28881
1 32 9729
1 33 1681
1 34 2252
1 35 9459
1 36 24578
1 37 29593
1 38 27697
1 39 7114
1 40 3678
1 41 29635
1 42 11974
1 44 7165
1 45 2961
1 46 28570
1 47 949
1 48 10912
1 49 26530
1 50 16683
1 51 23528
1 52 17850
1 53 10410
1 54 5981
1 55 15718
1 57 31430
1 58 10178
1 59 29575
1 60 11640
1 61 11076
1 62 3303
1 63 4168
1 65 20909
1 66 12349
1 67 17598
1 68 23463
1 69 6607
1 70 24924
1 71 29043
1 72 4596
1 74 10689
1 75 9300
2 4 6
2 5 14649
2 6 420
2 7 3575
2 8 4687
2 9 27510
2 10 6748
2 11 21290
2 13 18926
2 14 11809
2 15 20351
2 16 420
2 17 23461
2 18 2708
2 19 830
2 20 23520
2 21 8847
2 22 27903
2 23 31970
2 24 9085
2 25 8618
2 26 3738
2 27 6058
2 28 5171
2 29 13002
2 30 22141
2 32 7198
2 33 21581
2 34 5207
2 35 22483
2 36 30803
2 37 12698
2 38 14870
2 39 21589
2 40 31196
2 42 15300
2 43 2003
2 44 12784
2 46 12739
2 47 11651
2 49 27128
2 50 13661
2 52 21540
2 53 17153
2 54 19195
2 55 7222
2 56 23203
2 57 1063
2 58 9856
2 59 28948
2 61 5017
2 62 9834
2 63 5171
2 64 3838
2 65 4298
2 66 30900
2 68 20644
2 69 24413
2 70 25067
2 71 1966
2 72 18509
2 73 1650
2 74 30304
2 75 22411
2 76 1319
3 4 19536
3 5 27544
3 6 24549
3 8 24419
3 10 10528
3 11 21172
3 12 11131
3 13 6841
3 15 19441
3 17 534
3 18 1326
3 19 10955
3 20 21376
3 21 19952
3 22 17417
3 23 29690
3 24 12622
3 26 25355
3 27 31532
3 28 22266
3 29 8026
3 30 5497
3 31 17177
3 32 4215
3 33 9655
3 34 32471
3 35 13415
3 36 9310
3 37 30377
3 38 30523
3 39 24731
3 40 8375
3 41 30749
3 43 8581
3 44 16007
3 45 6361
3 48 21533
3 50 491
3 51 21080
3 52 10682
3 55 13252
3 56 9780
3 57 1080
3 58 11962
3 60 1715
3 61 24315
3 62 10674
3 63 27736
3 64 12797
3 65 18274
3 66 28165
3 67 18310
3 68 20458
3 69 10321
3 70 15491
3 71 7053
3 73 13043
3 75 2480
3 77 7597
4 5 12217
4 6 19480
4 7 21663
4 8 29053
4 11 31918
4 13 19561
4 14 12301
4 15 5483
4 16 9528
4 17 20096
4 18 8330
4 19 29054
4 20 21874
4 21 12282
4 22 23827
4 23 11909
4 24 914
4 26 32232
4 27 19520
4 28 15773
4 29 31911
4 30 1669
4 31 27076
4 32 4250
4 33 4724
4 34 1325
4 35 17593
4 36 3105
4 37 11615
4 38 8381
4 39 7466
4 41 16138
4 42 26825
4 43 28914
4 44 27464
4 45 9685
4 46 2909
4 47 24399
4 49 8572
4 50 7036
4 51 25895
4 53 10730
4 54 6972
4 55 15238
4 56 11057
4 57 11335
4 58 7733
4 59 22077
4 61 26699
4 62 13256
4 63 9911
4 64 32239
4 65 32285
4 66 11505
4 67 29673
4 68 9465
4 69 4843
4 70 11469
4 71 32263
4 72 26654
4 73 16402
4 74 1673
4 75 28254
4 76 22708
4 77 30725
5 6 26100
5 7 25643
5 8 23137
5 9 12377
5 11 3728
5 12 11159
5 13 6456
5 14 18863
5 15 5921
5 16 12604
5 17 13032
5 18 3598
5 19 54
5 20 4476
5 21 11552
5 22 26552
5 23 30670
5 24 16292
5 25 8096
5 26 3509
5 27 4744
5 28 28893
5 29 18372
5 31 16532
5 32 10375
5 33 26827
5 34 9778
5 35 31508
5 36 20812
5 37 19401
5 38 24523
5 39 31291
5 40 5756
5 41 26806
5 42 16648
5 43 12764
5 44 25238
5 45 13889
5 46 8298
5 47 6426
5 48 11275
5 49 24082
5 50 23233
5 51 1846
5 52 15072
5 53 20059
5 54 14714
5 55 23891
5 56 3967
5 57 1451
5 58 18098
5 59 23077
5 61 30341
5 62 957
5 63 25495
5 64 3008
5 66 14998
5 68 8488
5 70 9280
5 71 6078
5 72 30845
5 73 8388
5 74 9403
5 76 25909
5 77 18230
6 7 21385
6 8 6080
6 9 27389
6 10 5654
6 11 29726
6 13 13693
6 14 24896
6 15 31096
6 16 21788
6 17 8
6 19 5533
6 21 23663
6 22 30424
6 23 20644
6 24 13454
6 25 25155
6 27 1353
6 28 11759
6 30 15198
6 31 30280
6 33 24709
6 34 13732
6 35 8686
6 36 1534
6 37 16604
6 38 23903
6 39 1355
6 40 30151
6 42 12595
6 43 5252
6 44 10551
6 45 7906
6 46 17373
6 47 9997
6 49 23496
6 50 19334
6 51 5671
6 53 32468
6 54 18004
6 55 21363
6 56 13619
6 57 30778
6 58 7420
6 59 3808
6 60 15143
6 61 8792
6 62 15159
6 63 598
6 64 4087
6 65 19588
6 66 605
6 67 24168
6 68 28027
6 69 19245
6 70 6429
6 71 17320
6 72 15970
6 73 24296
6 74 25145
6 75 8166
6 76 10531
7 8 13649
7 9 28664
7 10 32613
7 11 4712
7 13 10687
7 14 28986
7 15 23784
7 16 2147
7 18 94
7 19 30651
7 20 21520
7 21 12025
7 22 2913
7 23 27704
7 24 17100
7 25 16433
7 26 4256
7 27 24451
7 28 17612
7 29 26806
7 30 6889
7 31 2796
7 32 19061
7 33 17178
7 34 12554
7 35 22171
7 36 28319
7 37 27841
7 38 30117
7 39 20037
7 40 15275
7 41 17918
7 42 3144
7 44 20272
7 45 17612
7 46 1923
7 47 10765
7 48 15290
7 49 23494
7 51 20137
7 52 4248
7 53 12674
7 54 21464
7 55 3945
7 57 5280
7 58 22854
7 59 9332
7 60 23590
7 61 5341
7 64 26861
7 65 24414
7 66 26104
7 67 29016
7 69 4289
7 70 9917
7 71 21763
7 72 24117
7 73 19671
7 74 12724
7 75 12631
7 76 3250
8 9 25521
8 10 20888
8 12 30574
8 13 24681
8 14 18623
8 15 7024
8 16 1599
8 17 4955
8 18 9294
8 19 10164
8 20 18522
8 21 25416
8 22 19612
8 23 25135
8 24 20003
8 25 15898
8 26 15710
8 27 10703
8 28 20637
8 29 21331
8 30 24939
8 31 31873
8 32 18152
8 33 27646
8 34 13279
8 35 11020
8 37 30399
8 39 3485
8 40 30002
8 42 11760
8 44 29771
8 45 925
8 46 8033
8 47 14435
8 48 23400
8 50 13803
8 51 29067
8 52 7598
8 54 23767
8 56 2544
8 57 14827
8 58 18713
8 59 14522
8 60 1141
8 61 5402
8 62 4836
8 63 23120
8 65 22931
8 66 5514
8 67 11822
8 68 24947
8 69 30672
8 71 9637
8 72 3702
8 73 15122
8 75 15227
8 76 29037
8 77 31906
9 10 26566
9 11 2713
9 12 17607
9 13 10842
9 14 31483
9 16 25141
9 17 16648
9 18 29693
9 19 6870
9 20 1480
9 22 16917
9 24 8904
9 25 28730
9 26 3213
9 27 20998
9 28 17169
9 29 7004
9 30 17156
9 31 25206
9 32 29819
9 33 6392
9 34 24619
9 35 5064
9 36 14727
9 37 21371
9 38 6440
9 39 20251
9 40 21305
9 41 2839
9 42 26742
9 43 22679
9 45 25189
9 46 8313
9 47 21650
9 48 26285
9 49 13675
9 50 21964
9 51 24934
9 53 26787
9 54 4649
9 55 22982
9 56 13359
9 57 31539
9 58 22984
9 59 8802
9 60 14595
9 62 1071
9 63 4341
9 64 29653
9 65 1227
9 66 32215
9 67 25418
9 68 1638
9 69 13262
9 70 4503
9 71 26828
9 72 5192
9 73 6098
9 74 2814
9 75 21667
9 76 10334
9 77 30486
10 11 9017
10 12 24366
10 13 14789
10 14 14019
10 15 5389
10 16 22449
10 18 6212
10 19 23181
10 20 28689
10 21 24292
10 22 23175
10 23 21555
10 24 27919
10 25 19618
10 26 26691
10 27 2730
10 28 16538
10 29 5493
10 30 7650
10 31 26736
10 32 20138
10 33 32172
10 34 10027
10 35 25050
10 36 16670
10 37 1367
10 38 18433
10 40 6599
10 41 22731
10 42 21893
10 43 27599
10 44 2965
10 45 14847
10 46 3389
10 47 12837
10 48 14163
10 49 15118
10 50 10549
10 51 3552
10 52 6103
10 53 2623
10 54 30398
10 55 19479
10 56 31906
10 57 17428
10 58 3112
10 59 10419
10 60 6269
10 62 3454
10 63 17577
10 64 9814
10 65 2981
10 66 29506
10 67 2790
10 68 6630
10 69 23352
10 70 1955
10 71 23533
10 73 26051
10 74 29424
10 75 9484
10 77 12472
11 12 7596
11 13 23526
11 14 26285
11 15 17790
11 16 20983
11 18 26308
11 19 20384
11 21 2931
11 22 2895
11 23 21381
11 24 19603
11 25 10508
11 26 5793
11 27 3253
11 28 26143
11 29 29766
11 30 5458
11 31 29965
11 32 20308
11 33 26479
11 34 21178
11 35 15326
11 36 8815
11 37 24486
11 38 15176
11 39 29970
11 40 14049
11 42 374
11 44 1756
11 46 27141
11 47 7022
11 48 22174
11 49 31186
11 50 19427
11 51 21073
11 52 24188
11 53 16762
11 55 23848
11 56 32484
11 57 17200
11 58 11275
11 59 7747
11 60 11455
11 61 24996
11 62 13245
11 63 18606
11 64 3760
11 65 8625
11 66 16405
11 67 30268
11 68 2200
11 69 29425
11 70 16525
11 71 4811
11 72 1644
11 73 17703
11 74 7427
11 75 7639
11 76 29462
12 13 7071
12 14 4703
12 15 24316
12 16 11970
12 17 32116
12 20 20467
12 21 5581
12 22 25361
12 23 1700
12 24 911
12 25 16694
12 27 12794
12 28 22243
12 29 10772
12 31 16554
12 32 32533
12 33 14710
12 34 25825
12 35 31419
12 36 19168
12 38 28432
12 39 14510
12 40 15642
12 41 28682
12 42 32073
12 43 13658
12 44 4886
12 45 16250
12 46 15937
12 47 6820
12 48 30196
12 49 28921
12 50 25126
12 51 26422
12 53 17844
12 54 28571
12 55 9225
12 57 14426
12 58 22065
12 59 13142
12 60 23050
12 62 12087
12 63 13740
12 64 16242
12 65 14774
12 66 30783
12 67 6677
12 70 4649
12 71 24542
12 72 18795
12 73 25859
12 74 19848
12 75 20158
12 77 11168
13 14 1518
13 15 22789
13 16 31255
13 17 1432
13 18 17604
13 19 32591
13 20 17784
13 21 20199
13 22 5248
13 23 12409
13 24 274
13 25 24670
13 26 25009
13 27 30266
13 29 13070
13 30 13510
13 31 7371
13 32 7049
13 34 15494
13 37 3567
13 38 28804
13 40 15957
13 41 12908
13 42 9217
13 46 87
13 47 7527
13 48 13340
13 49 5420
13 50 9453
13 51 10238
13 52 26516
13 54 28131
13 55 159
13 56 27193
13 57 10121
13 58 22346
13 59 4166
13 60 16411
13 61 16971
13 63 9407
13 64 21230
13 65 32311
13 67 12918
13 68 30136
13 69 7924
13 70 7912
13 71 5800
13 72 29916
13 74 10021
13 75 29824
13 76 4636
14 15 13962
14 16 14152
14 17 2218
14 18 29974
14 19 19978
14 20 280
14 21 20229
14 22 27777
14 23 26951
14 24 11350
14 25 13900
14 26 11281
14 27 30143
14 28 31227
14 30 22340
14 31 30196
14 32 362
14 33 26102
14 34 13681
14 35 31580
14 36 24562
14 37 27902
14 38 2744
14 39 16823
14 40 30237
14 41 29711
14 42 28362
14 43 8753
14 46 2097
14 47 2661
14 50 18768
14 51 8584
14 52 22223
14 53 30678
14 54 2774
14 55 21251
14 56 23755
14 57 29961
14 58 27440
14 59 10528
14 60 26410
14 61 9336
14 62 27915
14 64 1689
14 65 9676
14 66 23747
14 67 17022
14 68 19408
14 69 10381
14 70 10221
14 71 5289
14 72 32317
14 73 6083
14 74 18743
14 75 3175
14 76 16066
14 77 22500
15 16 20636
15 17 11040
15 19 18584
15 20 23584
15 21 23805
15 22 29850
15 23 5849
15 25 24816
15 26 581
15 27 10357
15 28 27677
15 29 16835
15 30 1591
15 31 19562
15 32 14755
15 33 30174
15 34 11932
15 35 25487
15 36 31177
15 37 13354
15 38 15266
15 39 25437
15 40 28293
15 41 12038
15 42 31363
15 44 25983
15 45 17577
15 46 23567
15 47 31338
15 48 20090
15 49 18236
15 50 16941
15 51 18152
15 52 26596
15 54 26070
15 55 8621
15 56 24844
15 57 4442
15 58 17757
15 59 1943
15 60 5398
15 61 30596
15 62 17283
15 63 377
15 65 9263
15 66 4565
15 67 19436
15 69 644
15 70 13750
15 71 27075
15 72 12498
15 73 27544
15 74 23891
15 75 32471
15 76 29397
15 77 19211
16 17 19903
16 18 25173
16 19 18127
16 20 24705
16 22 9103
16 23 25083
16 24 7305
16 25 23722
16 26 25694
16 27 27397
16 28 8587
16 29 793
16 30 12860
16 31 16554
16 33 3439
16 34 5401
16 35 16290
16 36 2497
16 37 14120
16 38 6391
16 39 14070
16 40 8592
16 42 16605
16 43 25552
16 44 7236
16 45 9357
16 46 6979
16 48 17005
16 50 5761
16 51 7467
16 52 6505
16 53 18214
16 54 30687
16 55 29245
16 56 3765
16 57 15550
16 58 32384
16 59 11821
16 61 17275
16 64 29309
16 65 27478
16 70 14855
16 71 28864
16 72 27973
16 73 17599
16 74 18635
16 75 23975
16 76 20529
16 77 17725
17 18 1582
17 19 20393
17 20 6628
17 22 11862
17 23 7724
17 24 1531
17 25 29100
17 26 13496
17 27 22191
17 28 27691
17 29 29877
17 30 12978
17 31 18302
17 32 21701
17 33 21125
17 35 26171
17 36 4075
17 37 21635
17 39 8450
17 41 9222
17 42 25351
17 43 13643
17 45 14684
17 46 13505
17 47 13325
17 48 12035
17 49 15786
17 50 7544
17 51 25137
17 52 22327
17 54 13438
17 55 31807
17 56 22591
17 57 20866
17 58 737
17 59 15017
17 60 25101
17 61 31472
17 62 27105
17 63 15177
17 64 8880
17 65 29516
17 66 25785
17 68 29083
17 69 13267
17 70 16699
17 71 18984
17 72 21174
17 73 3652
17 74 1913
17 75 18231
17 76 22282
17 77 16582
18 19 15076
18 20 6721
18 21 14802
18 22 20743
18 23 24949
18 25 6982
18 26 9581
18 27 19159
18 28 23055
18 29 28454
18 31 30111
18 32 15536
18 33 9333
18 34 15632
18 35 24851
18 36 611
18 37 14181
18 38 24896
18 39 19334
18 41 11459
18 42 27491
18 43 29993
18 44 21053
18 45 1880
18 46 6953
18 47 19845
18 48 28832
18 49 554
18 50 29137
18 51 609
18 52 20093
18 53 31507
18 54 886
18 55 27436
18 56 27841
18 57 22555
18 58 25841
18 59 9845
18 60 23370
18 61 6931
18 62 5459
18 64 8808
18 65 18858
18 66 13355
18 67 12208
18 68 13216
18 69 1153
18 71 32275
18 72 4895
18 73 18977
18 74 26943
18 75 16739
18 76 16349
18 77 15287
19 20 8536
19 21 27561
19 22 11371
